game,player,ranking,updated_rating
1015,54,2,"{""mu"": 25.38536545768783, ""sigma"": 4.842801820512054, ""ordinal"": 1460.56703990764}"
1015,64,2,"{""mu"": 27.328566172006923, ""sigma"": 4.4416476730452565, ""ordinal"": 1536.0869556689076}"
1016,114,1,"{""mu"": 29.197533903213465, ""sigma"": 4.166151874098055, ""ordinal"": 1600.7778787420632}"
1016,151,2,"{""mu"": 19.28181382322045, ""sigma"": 4.439590067708747, ""ordinal"": 1343.113046882261}"
1016,118,2,"{""mu"": 18.142373013845052, ""sigma"": 6.3716772662302885, ""ordinal"": 1176.6561891637004}"
1017,114,2,"{""mu"": 28.037405230084676, ""sigma"": 4.120337543260087, ""ordinal"": 1576.233422407306}"
1017,151,2,"{""mu"": 19.23315603055139, ""sigma"": 4.38922730299343, ""ordinal"": 1345.5713789177064}"
1017,118,1,"{""mu"": 20.95554360512474, ""sigma"": 6.27876893533936, ""ordinal"": 1250.8616831785598}"
1018,77,1,"{""mu"": 23.022381887724013, ""sigma"": 5.029126156032618, ""ordinal"": 1390.4400820710277}"
1018,119,2,"{""mu"": 17.92343520801569, ""sigma"": 5.916866085539119, ""ordinal"": 1204.14808683356}"
1018,96,2,"{""mu"": 21.925915497080734, ""sigma"": 5.024776829982062, ""ordinal"": 1364.4380401712292}"
1019,77,2,"{""mu"": 22.129175254093834, ""sigma"": 4.932262424299517, ""ordinal"": 1375.9773115486869}"
1019,119,1,"{""mu"": 20.152555075836442, ""sigma"": 5.845251298585336, ""ordinal"": 1262.8032283219304}"
1019,96,2,"{""mu"": 21.209834666448256, ""sigma"": 4.930030244479249, ""ordinal"": 1354.073854392252}"
1020,112,2,"{""mu"": 41.546756080435244, ""sigma"": 6.45350897195798, ""ordinal"": 1732.4694999494714}"
1020,121,1,"{""mu"": 32.56787069407958, ""sigma"": 4.500147630724953, ""ordinal"": 1657.6182672457132}"
1020,148,2,"{""mu"": 39.38855955713321, ""sigma"": 3.751875586816156, ""ordinal"": 1875.190387120434}"
1021,101,2,"{""mu"": 38.25160214710645, ""sigma"": 3.6336031243859503, ""ordinal"": 1856.4190265747666}"
1021,149,2,"{""mu"": 32.78413397406147, ""sigma"": 6.021513213606582, ""ordinal"": 1553.2702639978013}"
1021,85,1,"{""mu"": 37.65261425640267, ""sigma"": 3.986229203810281, ""ordinal"": 1816.654239479324}"
1022,20,1,"{""mu"": 36.94621036566826, ""sigma"": 3.9121126693423207, ""ordinal"": 1805.036936583391}"
1022,17,2,"{""mu"": 33.80573898041467, ""sigma"": 3.770413535052699, ""ordinal"": 1739.8679610061577}"
1022,42,2,"{""mu"": 31.758579611454167, ""sigma"": 5.456964102177284, ""ordinal"": 1569.3044953181357}"
1023,112,2,"{""mu"": 39.66890344006397, ""sigma"": 6.180603846173578, ""ordinal"": 1707.0502056370378}"
1023,101,2,"{""mu"": 37.94103547704212, ""sigma"": 3.6087615130977624, ""ordinal"": 1850.754022505972}"
1023,42,1,"{""mu"": 33.801599782316046, ""sigma"": 5.413375236933026, ""ordinal"": 1621.4753777164074}"
1024,121,1,"{""mu"": 33.86798174731798, ""sigma"": 4.470465933813647, ""ordinal"": 1690.9580147010488}"
1024,149,2,"{""mu"": 32.13649387325843, ""sigma"": 5.804664569674716, ""ordinal"": 1553.3400039416229}"
1024,20,2,"{""mu"": 36.2370009507339, ""sigma"": 3.8715180177021, ""ordinal"": 1790.9387255430624}"
1025,148,1,"{""mu"": 40.226778491299385, ""sigma"": 3.7272136295003433, ""ordinal"": 1897.0833024671606}"
1025,85,2,"{""mu"": 36.931199893513316, ""sigma"": 3.924054477150415, ""ordinal"": 1803.8168750894897}"
1025,17,2,"{""mu"": 33.604667392865764, ""sigma"": 3.726027891675968, ""ordinal"": 1738.2380092281087}"
1026,112,1,"{""mu"": 41.761738184109845, ""sigma"": 6.047809111690403, ""ordinal"": 1766.8394603769273}"
1026,20,2,"{""mu"": 35.860825735392105, ""sigma"": 3.8335322251109307, ""ordinal"": 1784.6454974414235}"
1026,85,2,"{""mu"": 36.4738091174196, ""sigma"": 3.8832106224635075, ""ordinal"": 1795.7802540006978}"
1027,101,1,"{""mu"": 38.68390675478286, ""sigma"": 3.5885042229602337, ""ordinal"": 1870.0414580616518}"
1027,121,2,"{""mu"": 33.27725653721405, ""sigma"": 4.378007132667357, ""ordinal"": 1683.4376433410876}"
1027,17,2,"{""mu"": 33.223188147543105, ""sigma"": 3.6824738319188386, ""ordinal"": 1732.218399642878}"
1028,149,1,"{""mu"": 34.396703180206885, ""sigma"": 5.7344770382474985, ""ordinal"": 1612.6385295711452}"
1028,42,2,"{""mu"": 33.445094548638636, ""sigma"": 5.2861889416627434, ""ordinal"": 1622.0766653676096}"
1028,148,2,"{""mu"": 39.4636672808212, ""sigma"": 3.696309029530329, ""ordinal"": 1880.9937646135252}"
1029,112,1,"{""mu"": 43.34343658553768, ""sigma"": 5.94092810822483, ""ordinal"": 1812.4956542607165}"
1029,149,2,"{""mu"": 33.57845043100402, ""sigma"": 5.58021065187812, ""ordinal"": 1604.1076434088718}"
1029,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1030,121,2,"{""mu"": 32.75120695320077, ""sigma"": 4.3092161586817745, ""ordinal"": 1675.765403451731}"
1030,42,2,"{""mu"": 32.64542748728179, ""sigma"": 5.137438410495133, ""ordinal"": 1613.5946941391135}"
1030,85,1,"{""mu"": 37.31932808324568, ""sigma"": 3.861673010826869, ""ordinal"": 1817.6234172183617}"
1031,101,1,"{""mu"": 39.546383956659305, ""sigma"": 3.5683806316644637, ""ordinal"": 1892.189809479982}"
1031,20,2,"{""mu"": 35.59968469521529, ""sigma"": 3.781854856331016, ""ordinal"": 1782.0988830293338}"
1031,148,2,"{""mu"": 38.79140842762154, ""sigma"": 3.6474088429333857, ""ordinal"": 1868.3803655717134}"
1032,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1032,121,2,"{""mu"": 32.59523850140234, ""sigma"": 4.258260165831457, ""ordinal"": 1675.6909920937915}"
1032,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1033,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1033,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1034,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1034,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1035,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1035,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1036,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1036,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1037,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1037,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1038,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1038,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1039,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1039,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1040,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1040,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1041,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1041,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1042,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1042,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1043,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1043,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1044,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1044,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1045,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1045,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1046,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1046,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1047,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1047,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1048,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1048,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1049,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1049,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1050,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1050,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1051,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1051,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1052,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1052,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1053,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1053,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1054,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1054,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1055,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1055,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1056,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1056,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1057,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1057,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1058,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1058,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1059,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1059,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1060,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1060,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1061,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1061,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1062,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1062,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1063,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1063,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1064,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1064,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1065,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1065,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1066,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1066,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1067,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1067,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1068,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1068,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1069,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1069,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1070,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1070,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1071,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1071,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1072,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1072,112,1,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1073,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1073,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1074,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1074,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1075,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1075,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1076,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1076,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1077,17,1,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1077,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1078,17,2,"{""mu"": 32.97410980363056, ""sigma"": 3.6580718014556886, ""ordinal"": 1727.997465582324}"
1078,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1079,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1079,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1080,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1080,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1081,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1081,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1082,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1082,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1083,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1083,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1084,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1084,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1085,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1085,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1086,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1086,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1087,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1087,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1088,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1088,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1089,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1089,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1090,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1090,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1091,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1091,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1092,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1092,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1093,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1093,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1094,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1094,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1095,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1095,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1096,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
1096,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1097,85,2,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1097,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1098,85,1,"{""mu"": 36.78003842786901, ""sigma"": 3.824914586308784, ""ordinal"": 1807.3270720546238}"
1098,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
1099,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1099,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1100,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1100,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1101,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1101,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1102,32,1,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1102,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1103,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1103,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
1104,99,1,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1104,112,2,"{""mu"": 44.91586828392394, ""sigma"": 5.823173988022532, ""ordinal"": 1858.7123116765524}"
