Factory Rush 2025,R1 T1,truebroyeti,1,Mr. Der,2,Winteriscoming,2,,
Factory Rush 2025,R1 T2,Nevic,1,JoyDivision,2,Germy,2,,
Factory Rush 2025,R2 T1,Mr. Der,1,poserLX,2,Germy,2,,
Factory Rush 2025,R2 T2,Nevic,1,JoyDivision,2,zevgon,2,,
Factory Rush 2025,R3 T1,truebroyeti,1,Mr. Der,2,zevgon,2,,
Factory Rush 2025,R3 T2,Winteriscoming,1,Germy,2,poserLX,2,,
Factory Rush 2025,R4 T1,truebroyeti,1,JoyDivision,2,poserLX,2,,
Factory Rush 2025,R4 T2,Nevic,1,zevgon,2,Winteriscoming,2,,
Factory Rush 2025,R5 T1,Mr. Der,1,Nevic,2,Winteriscoming,2,,
Factory Rush 2025,R5 T2,JoyDivision,1,Germy,2,zevgon,2,,
Factory Rush 2025,R6 T1,JoyDivision,1,truebroyeti,2,Mr. Der,2,,
Factory Rush 2025,R6 T2,Nevic,1,Germy,2,poserLX,2,,
Factory Rush 2025,R7 T1,JoyDivision,1,poserLX,2,Winteriscoming,2,,
Factory Rush 2025,R7 T2,truebroyeti,1,Germy,2,zevgon,2,,
Factory Rush 2025,R8 T1,Mr. Der,1,poserLX,2,zevgon,2,,
Factory Rush 2025,R8 T2,Nevic,1,truebroyeti,2,Winteriscoming,2,,
Factory Rush 2025,Finals 1,Nevic,2,truebroyeti,2,Mr. Der,1,JoyDivision,2
Factory Rush 2025,Finals 2,Nevic,1,truebroyeti,2,Mr. Der,2,JoyDivision,2
Factory Rush 2025,Finals 3,Nevic,2,truebroyeti,1,Mr. Der,2,JoyDivision,2
Factory Rush 2025,Finals 4,Nevic,1,truebroyeti,2,Mr. Der,2,,
